Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,PF,PA,PD,PC,Spread,vs. Line,Over/Under,OU Result,Cmp,Att,Cmp%,Yds,TD,Int,Sk,Yds,Rate,Att,Yds,Y/A,TD,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty,Pnt,Yds,Y/P
NOR,2020,2020-12-25,4:30,3:30,,MIN,16,15,Fri,W 52-33,,52,33,19,85,-6.5,covered,48.5,over,21,28,75.0,319,0,2,0,0,82.3,45,264,5.87,7,583,73,7.9863,60,6.0667,2,36:47,3:11,4,38,3,20,7,58,36,21,14,1,9,5,55.6%,1,1,100.0%,7,7,7,1,1,0,,,0,0,
CLE,2020,2020-10-04,1:00,12:00,@,DAL,4,4,Sun,W 49-38,,49,38,11,87,3.5,covered,56.5,over,20,31,64.5,201,3,0,2,1,115.3,40,307,7.68,3,508,73,6.9589,79,7.1646,,33:32,3:20,5,40,6,65,11,105,33,16,14,3,11,5,45.5%,0,0,,6,5,5,2,2,1,1,,4,171,42.75
BUF,2020,2020-12-19,4:30,2:30,@,DEN,15,14,Sat,W 48-19,,48,19,29,67,-5.5,covered,49.0,over,28,40,70.0,352,2,0,1,7,114.5,24,182,7.58,3,534,65,8.2154,63,4.0476,1,33:50,3:20,8,75,7,33,15,108,29,6,19,4,13,9,69.2%,1,0,0.0%,6,6,6,2,2,0,,,1,63,63.00
BAL,2020,2020-12-14,8:15,8:15,@,CLE,14,13,Mon,W 47-42,,47,42,5,89,-3.0,covered,46.0,over,12,21,57.1,154,1,0,4,22,100.5,32,231,7.22,5,385,57,6.7544,76,6.4868,,28:03,3:27,8,69,8,75,16,144,25,13,9,3,11,6,54.5%,1,1,100.0%,6,5,4,1,1,1,1,1,4,172,43.00
TAM,2020,2020-12-26,1:00,1:00,@,DET,16,15,Sat,W 47-7,,47,7,40,54,-9.5,covered,54.0,push,31,42,73.8,477,6,0,2,14,151.9,26,111,4.27,1,588,70,8.4000,50,3.7200,,35:53,3:02,8,65,11,117,19,182,30,5,22,3,10,4,40.0%,2,1,50.0%,7,7,5,1,,0,,,3,132,44.00
TEN,2020,2020-12-20,1:00,12:00,,DET,15,14,Sun,W 46-25,,46,25,21,71,-9.5,covered,54.5,over,21,27,77.8,268,3,0,1,5,145.8,38,195,5.13,3,463,66,7.0152,65,6.6154,,28:22,3:00,3,22,3,33,6,55,28,10,17,1,11,9,81.8%,0,0,,6,5,5,1,1,1,1,,1,47,47.00
TAM,2020,2020-11-15,1:00,1:00,@,CAR,10,10,Sun,W 46-23,,46,23,23,69,-6.0,covered,49.5,over,28,39,71.8,334,3,0,1,7,124.0,37,210,5.68,2,544,77,7.0649,47,3.9787,1,36:05,3:12,3,30,5,40,8,70,30,9,18,3,16,10,62.5%,1,1,100.0%,5,5,4,4,4,0,,,0,0,
NWE,2020,2020-12-06,4:25,1:25,@,LAC,13,12,Sun,W 45-0,,45,0,45,45,2.0,covered,46.5,under,14,22,63.6,126,2,0,1,4,110.0,43,165,3.84,2,291,66,4.4091,71,3.6338,,33:41,2:59,3,15,5,30,8,45,22,12,7,3,14,6,42.9%,1,1,100.0%,6,6,6,1,1,0,,,4,197,49.25
TEN,2020,2020-11-29,1:00,1:00,@,IND,12,11,Sun,W 45-26,,45,26,19,71,3.0,covered,51.5,over,13,22,59.1,220,1,0,1,1,108.3,45,229,5.09,4,449,68,6.6029,67,5.0149,,35:33,3:24,9,63,6,50,15,113,28,16,9,3,12,5,41.7%,1,1,100.0%,6,6,6,1,1,0,,,4,160,40.00
TAM,2020,2020-10-25,4:05,1:05,@,LVR,7,7,Sun,W 45-20,,45,20,25,65,-3.5,covered,51.5,over,33,45,73.3,369,4,0,0,0,127.0,25,85,3.40,2,454,70,6.4857,63,5.5079,,28:56,3:09,4,20,4,35,8,55,29,5,22,2,12,7,58.3%,1,1,100.0%,6,6,6,1,1,0,,,3,128,42.67
BUF,2020,2020-11-08,1:00,1:00,,SEA,9,9,Sun,W 44-34,,44,34,10,78,3.0,covered,55.5,over,31,38,81.6,386,3,0,7,29,138.5,19,34,1.79,2,420,64,6.5625,63,6.6508,,32:01,3:15,6,70,4,13,10,83,27,5,19,3,12,5,41.7%,0,0,,5,5,5,4,3,0,,,2,107,53.50
IND,2020,2020-12-13,4:05,1:05,@,LVR,14,13,Sun,W 44-27,,44,27,17,71,-2.5,covered,52.0,over,19,28,67.9,244,2,0,0,0,118.7,31,212,6.84,2,456,59,7.7288,68,6.2353,,28:35,2:59,6,50,6,33,12,83,25,10,10,5,11,8,72.7%,0,0,,5,5,5,3,3,0,,,1,41,41.00
TAM,2020,2021-01-03,2:00,2:00,,ATL,17,16,Sun,W 44-27,,44,27,17,71,-7.5,covered,51.5,over,26,41,63.4,391,4,1,1,8,117.8,22,94,4.27,1,485,64,7.5781,71,5.4225,1,26:48,3:05,3,23,4,48,7,71,28,5,20,3,11,6,54.5%,0,0,,5,5,5,3,3,0,,,0,0,
ATL,2020,2020-11-29,1:00,1:00,,LVR,12,11,Sun,W 43-6,,43,6,37,49,3.5,covered,53.0,under,22,39,56.4,179,2,1,1,6,75.3,32,125,3.91,1,304,72,4.2222,58,4.1897,1,34:58,3:30,6,49,11,141,17,190,23,5,13,5,19,9,47.4%,1,1,100.0%,4,4,4,5,5,0,,,3,99,33.00
GNB,2020,2020-09-13,1:00,3:00,@,MIN,1,1,Sun,W 43-34,,43,34,9,77,1.0,covered,44.0,over,32,44,72.7,364,4,0,0,0,127.5,32,158,4.94,1,522,76,6.8684,49,7.7959,,41:16,3:12,6,63,5,20,11,83,31,11,17,3,11,6,54.5%,2,1,50.0%,5,5,5,2,2,0,,1,1,40,40.00
KAN,2020,2020-10-25,4:25,2:25,@,DEN,7,7,Sun,W 43-16,,43,16,27,59,-7.0,covered,46.0,over,17,25,68.0,185,1,0,4,28,107.6,22,101,4.59,2,286,51,5.6078,76,5.4079,1,26:36,2:58,1,15,5,34,6,49,17,7,9,1,8,0,0.0%,0,0,,5,5,4,3,3,0,,,3,133,44.33
MIA,2020,2020-10-11,4:05,1:05,@,SFO,5,5,Sun,W 43-17,,43,17,26,60,8.5,covered,50.5,over,22,28,78.6,342,3,0,2,8,154.5,33,94,2.85,1,436,63,6.9206,59,4.3898,,36:53,3:03,7,69,7,75,14,144,22,6,12,4,12,4,33.3%,2,2,100.0%,4,4,4,5,5,0,,,2,84,42.00
CLE,2020,2020-12-14,8:15,8:15,,BAL,14,13,Mon,L 42-47,,42,47,-5,89,3.0,not covered,46.0,over,29,48,60.4,355,2,1,0,0,88.5,28,138,4.93,4,493,76,6.4868,57,6.7544,1,31:57,3:27,8,75,8,69,16,144,33,10,18,5,12,5,41.7%,2,2,100.0%,6,5,4,1,,1,1,,2,91,45.50
GNB,2020,2020-09-20,1:00,12:00,,DET,2,2,Sun,W 42-21,,42,21,21,63,-7.0,covered,51.0,over,18,30,60.0,229,2,0,1,11,107.6,35,259,7.40,2,488,66,7.3939,58,5.2931,,34:46,3:07,8,60,7,70,15,130,26,9,13,4,12,6,50.0%,1,1,100.0%,5,4,4,2,2,1,1,,3,128,42.67
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEN,2020,2020-10-13,7:00,6:00,,BUF,5,4,Tue,W 42-16,,42,16,26,58,3.0,covered,52.0,over,21,28,75.0,195,3,0,0,0,129.3,34,139,4.09,3,334,62,5.3871,69,5.3623,,27:36,2:55,6,46,10,56,16,102,25,9,14,2,10,6,60.0%,1,1,100.0%,6,6,6,,,0,,,3,128,42.67
TEN,2020,2020-10-18,1:00,12:00,,HOU,6,5,Sun,W 42-36,OT,42,36,6,78,-4.0,covered,52.0,over,30,41,73.2,344,4,1,2,22,122.6,27,263,9.74,2,607,70,8.6714,67,6.1493,2,31:50,3:12,7,73,4,46,11,119,31,9,20,2,10,6,60.0%,0,0,,6,4,4,2,,1,1,,1,54,54.00
CHI,2020,2020-12-27,1:00,1:00,@,JAX,16,15,Sun,W 41-17,,41,17,24,58,-9.5,covered,47.0,over,24,36,66.7,263,2,1,1,2,95.3,33,128,3.88,3,391,70,5.5857,54,5.1667,1,33:00,2:57,4,40,10,115,14,155,28,8,18,2,12,6,50.0%,2,2,100.0%,5,5,5,2,2,0,,,3,133,44.33
CLE,2020,2020-12-06,1:00,12:00,@,TEN,13,12,Sun,W 41-35,,41,35,6,76,4.0,covered,54.0,over,26,34,76.5,340,4,0,0,0,146.7,36,118,3.28,1,458,70,6.5429,66,6.5303,1,36:46,3:23,13,92,5,52,18,144,26,5,18,3,16,10,62.5%,1,0,0.0%,5,5,5,2,2,0,,,3,123,41.00
IND,2020,2020-11-01,1:00,1:00,@,DET,8,7,Sun,W 41-21,,41,21,20,62,-3.5,covered,49.0,over,23,34,67.6,247,3,0,2,15,120.0,39,119,3.05,2,366,75,4.8800,60,5.4333,,37:46,3:01,3,19,4,76,7,95,26,9,15,2,14,7,50.0%,1,1,100.0%,6,5,3,,,1,1,,5,184,36.80
DAL,2020,2020-12-20,1:00,12:00,,SFO,15,14,Sun,W 41-33,,41,33,8,74,4.0,covered,46.0,over,20,34,58.8,204,2,0,2,17,97.8,22,87,3.95,2,291,58,5.0172,81,5.6543,,25:04,3:25,5,58,4,39,9,97,15,3,12,0,15,6,40.0%,0,0,,5,5,5,3,2,0,,,6,282,47.00
GNB,2020,2020-11-29,8:20,7:20,,CHI,12,11,Sun,W 41-25,,41,25,16,66,-7.5,covered,44.0,over,21,29,72.4,211,4,0,0,0,132.3,39,182,4.67,1,393,68,5.7794,65,5.3846,,37:44,3:05,3,17,5,45,8,62,28,14,13,1,11,6,54.5%,3,3,100.0%,6,6,5,,,0,,,2,92,46.00
HOU,2020,2020-11-26,12:30,12:30,@,DET,12,11,Thu,W 41-25,,41,25,16,66,-3.0,covered,52.5,over,17,25,68.0,307,4,0,2,11,150.4,23,77,3.35,0,384,50,7.6800,76,5.1053,1,26:16,3:14,10,74,4,44,14,118,21,4,15,2,9,3,33.3%,0,0,,5,4,3,2,2,1,1,,3,117,39.00
TEN,2020,2021-01-03,2:00,1:00,@,HOU,17,16,Sun,W 41-38,,41,38,3,79,-7.0,not covered,55.5,over,18,27,66.7,204,1,0,2,12,103.3,41,288,7.02,4,492,70,7.0286,61,7.4918,1,31:04,3:13,6,50,6,44,12,94,28,17,10,1,10,7,70.0%,1,0,0.0%,5,5,5,2,2,0,,,1,46,46.00
WAS,2020,2020-11-26,4:30,3:30,@,DAL,12,11,Thu,W 41-16,,41,16,25,57,2.5,covered,46.0,over,20,27,74.1,156,1,1,3,21,88.0,36,182,5.06,3,338,66,5.1212,57,4.3333,1,35:56,3:11,5,53,5,45,10,98,22,14,6,2,13,7,53.8%,1,1,100.0%,5,5,5,2,2,0,,,2,117,58.50
ATL,2020,2020-10-18,1:00,3:00,@,MIN,6,6,Sun,W 40-23,,40,23,17,63,3.5,covered,53.5,over,30,40,75.0,363,4,0,2,8,136.6,37,99,2.68,0,462,79,5.8481,50,7.3000,1,40:07,3:03,5,25,3,30,8,55,24,5,17,2,17,9,52.9%,3,3,100.0%,4,4,4,4,4,0,,,2,68,34.00
DAL,2020,2020-09-20,1:00,12:00,,ATL,2,2,Sun,W 40-39,,40,39,1,79,-3.0,not covered,53.0,over,34,49,69.4,445,1,0,1,5,105.0,31,125,4.03,4,570,81,7.0370,72,5.2778,3,26:12,3:34,7,75,8,51,15,126,33,9,20,4,13,7,53.8%,2,0,0.0%,5,4,4,2,2,1,,,1,43,43.00
GNB,2020,2020-12-27,8:20,7:20,,TEN,16,15,Sun,W 40-14,,40,14,26,54,-3.0,covered,52.5,over,21,25,84.0,214,4,1,1,17,128.1,37,234,6.32,2,448,63,7.1111,55,4.7273,1,36:37,2:46,0,0,3,15,3,15,27,12,14,1,8,4,50.0%,2,1,50.0%,6,5,4,,,1,,,0,0,
LVR,2020,2020-10-11,1:00,12:00,@,KAN,5,5,Sun,W 40-32,,40,32,8,72,11.0,covered,54.5,over,22,31,71.0,346,3,1,1,1,126.7,35,144,4.11,2,490,67,7.3134,66,6.2576,1,35:18,3:27,8,59,10,94,18,153,22,8,12,2,14,7,50.0%,2,2,100.0%,5,5,4,2,2,0,,,2,106,53.00
BAL,2020,2020-12-20,1:00,1:00,,JAX,15,14,Sun,W 40-14,,40,14,26,54,-13.0,covered,49.0,over,19,26,73.1,250,3,1,1,0,125.5,37,159,4.30,2,409,64,6.3906,56,4.7679,1,31:48,2:57,4,40,7,67,11,107,26,11,13,2,12,8,66.7%,2,1,50.0%,5,5,5,2,1,0,,1,0,0,
SEA,2020,2020-12-13,4:05,1:05,,NYJ,14,13,Sun,W 40-3,,40,3,37,43,-16.5,covered,50.5,under,25,32,78.1,236,4,1,1,3,124.3,36,174,4.83,1,410,69,5.9420,52,3.5577,1,34:28,2:53,4,35,7,50,11,85,28,7,18,3,11,6,54.5%,0,0,,5,5,4,2,2,0,,,2,83,41.50
ATL,2020,2020-09-20,1:00,12:00,@,DAL,2,2,Sun,L 39-40,,39,40,-1,79,3.0,covered,53.0,over,24,37,64.9,267,4,0,1,6,122.9,34,113,3.32,0,380,72,5.2778,81,7.0370,,33:48,3:34,8,51,7,75,15,126,22,5,15,2,17,8,47.1%,2,2,100.0%,4,3,3,4,4,1,,,4,158,39.50
LAC,2020,2020-10-25,4:25,1:25,,JAX,7,6,Sun,W 39-29,,39,29,10,68,-8.0,covered,48.0,over,28,44,63.6,349,3,0,1,2,111.1,32,135,4.22,2,484,77,6.2857,59,4.9831,,34:31,3:09,3,35,6,55,9,90,29,9,16,4,14,6,42.9%,0,0,,5,4,3,3,2,1,,,4,138,34.50
BUF,2020,2020-12-28,8:15,8:15,@,NWE,16,15,Mon,W 38-9,,38,9,29,47,-7.0,covered,47.5,under,30,40,75.0,344,4,0,0,0,133.7,31,130,4.19,1,474,71,6.6761,48,4.1875,,39:41,2:51,3,27,4,25,7,52,31,11,19,1,12,5,41.7%,3,3,100.0%,5,5,5,1,1,0,,,2,113,56.50
ARI,2020,2020-10-19,8:15,7:15,@,DAL,6,6,Mon,W 38-10,,38,10,28,48,1.0,covered,55.5,under,9,24,37.5,177,2,0,1,11,93.7,35,261,7.46,3,438,60,7.3000,84,4.0952,,26:23,3:06,7,43,6,36,13,79,22,13,7,2,13,7,53.8%,1,1,100.0%,5,5,5,1,1,0,,,4,151,37.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAL,2020,2020-10-04,1:00,12:00,,CLE,4,4,Sun,L 38-49,,38,49,-11,87,-3.5,not covered,56.5,over,41,58,70.7,481,4,1,3,21,112.9,18,85,4.72,1,566,79,7.1646,73,6.9589,3,26:28,3:20,6,65,5,40,11,105,35,6,29,0,11,6,54.5%,2,1,50.0%,5,2,2,,,3,3,,3,133,44.33
HOU,2020,2021-01-03,2:00,1:00,,TEN,17,16,Sun,L 38-41,,38,41,-3,79,7.0,covered,55.5,over,29,40,72.5,361,3,1,4,24,117.2,17,96,5.65,1,457,61,7.4918,70,7.0286,1,28:56,3:13,6,44,6,50,12,94,26,6,17,3,12,5,41.7%,1,1,100.0%,4,3,2,4,4,1,,,1,42,42.00
NOR,2020,2020-11-08,8:20,8:20,@,TAM,9,8,Sun,W 38-3,,38,3,35,41,3.0,covered,51.0,under,29,35,82.9,282,4,0,1,0,138.3,37,138,3.73,1,420,73,5.7534,46,4.2174,2,40:04,2:51,3,28,5,39,8,67,27,11,15,1,14,9,64.3%,2,1,50.0%,5,5,5,1,1,0,,,1,51,51.00
PIT,2020,2020-10-11,1:00,1:00,,PHI,5,4,Sun,W 38-29,,38,29,9,67,-7.5,covered,44.0,over,27,34,79.4,231,3,0,1,8,125.4,32,136,4.25,2,367,67,5.4776,57,5.8947,1,34:43,3:16,8,86,9,84,17,170,25,7,13,5,15,11,73.3%,0,0,,5,5,5,1,1,0,,,2,83,41.50
PIT,2020,2020-10-18,1:00,1:00,,CLE,6,5,Sun,W 38-7,,38,7,31,45,-3.0,covered,50.0,under,15,23,65.2,148,1,0,2,20,101.4,37,129,3.49,3,277,62,4.4677,54,4.0741,,34:06,2:58,6,45,7,55,13,100,18,12,5,1,14,5,35.7%,2,2,100.0%,5,5,5,1,1,0,,,5,209,41.80
LAR,2020,2020-12-06,4:05,2:05,@,ARI,13,12,Sun,W 38-28,,38,28,10,66,-2.5,covered,49.0,over,37,47,78.7,344,1,0,1,7,104.9,31,119,3.84,3,463,79,5.8608,62,3.7419,1,38:53,3:13,6,75,5,21,11,96,30,8,19,3,15,9,60.0%,3,1,33.3%,5,5,5,2,1,0,,,1,44,44.00
BAL,2020,2020-09-13,1:00,1:00,,CLE,1,1,Sun,W 38-6,,38,6,32,44,-7.0,covered,47.0,under,21,26,80.8,270,3,0,2,14,150.6,30,111,3.70,2,381,58,6.5690,68,4.5000,1,29:58,3:01,7,66,8,80,15,146,23,7,16,0,11,6,54.5%,0,0,,5,5,5,1,1,0,,,3,125,41.67
BAL,2020,2021-01-03,2:00,2:00,@,CIN,17,16,Sun,W 38-3,,38,3,35,41,-13.5,covered,46.0,under,11,19,57.9,121,3,1,0,0,94.5,54,404,7.48,2,525,73,7.1918,40,4.8750,1,40:31,2:55,6,49,3,29,9,78,24,19,5,0,17,11,64.7%,2,1,50.0%,5,5,5,1,1,0,,,2,100,50.00
LAC,2020,2021-01-03,2:00,1:00,@,KAN,17,16,Sun,W 38-21,,38,21,17,59,-7.0,covered,43.0,over,22,31,71.0,281,3,0,3,21,134.1,35,135,3.86,2,416,69,6.0290,50,5.3600,,34:51,2:56,4,23,5,69,9,92,29,10,16,3,7,3,42.9%,1,0,0.0%,5,4,4,,,1,1,1,2,87,43.50
SEA,2020,2020-09-13,1:00,1:00,@,ATL,1,1,Sun,W 38-25,,38,25,13,63,1.0,covered,49.5,over,31,35,88.6,299,4,0,3,23,143.1,20,84,4.20,1,383,58,6.6034,77,6.5714,,30:36,3:07,6,46,6,72,12,118,22,6,15,1,9,3,33.3%,1,1,100.0%,5,5,5,1,1,0,,,4,191,47.75
SEA,2020,2020-09-27,4:25,1:25,,DAL,3,3,Sun,W 38-31,,38,31,7,69,-5.5,covered,58.0,over,27,40,67.5,295,5,0,4,20,130.7,26,117,4.50,0,412,70,5.8857,80,6.5250,1,32:34,3:32,5,30,10,59,15,89,23,4,15,4,13,5,38.5%,1,1,100.0%,5,4,4,,,1,1,1,7,383,54.71
TAM,2020,2020-10-04,1:00,1:00,,LAC,4,4,Sun,W 38-31,,38,31,7,69,-7.5,not covered,42.5,over,30,46,65.2,369,5,1,0,0,117.0,27,115,4.26,0,484,73,6.6301,50,6.4800,1,34:55,3:09,8,90,7,60,15,150,28,6,20,2,11,5,45.5%,0,0,,5,5,5,2,1,0,,,3,171,57.00
TAM,2020,2020-10-18,4:25,4:25,,GNB,6,6,Sun,W 38-10,,38,10,28,48,3.0,covered,55.0,under,17,28,60.7,166,2,0,0,0,101.2,35,158,4.51,2,324,63,5.1429,61,3.2951,,28:23,3:05,0,0,6,76,6,76,21,9,9,3,12,5,41.7%,0,0,,5,5,5,1,1,0,,,5,192,38.40
CIN,2020,2020-12-27,1:00,12:00,@,HOU,16,15,Sun,W 37-31,,37,31,6,68,7.5,covered,46.0,over,29,38,76.3,371,2,0,0,0,123.9,33,169,5.12,2,540,71,7.6056,51,9.5686,,36:10,3:04,5,35,6,46,11,81,27,7,18,2,13,6,46.2%,2,1,50.0%,4,4,4,4,3,0,,,1,40,40.00
CLE,2020,2020-10-25,1:00,1:00,@,CIN,7,7,Sun,W 37-34,,37,34,3,71,-4.5,not covered,50.0,over,23,29,79.3,316,5,1,0,0,137.3,22,82,3.73,0,398,51,7.8039,73,6.4110,1,27:03,3:12,5,40,7,45,12,85,23,5,16,2,7,5,71.4%,0,0,,5,5,4,1,1,0,,,1,50,50.00
ARI,2020,2020-10-25,8:20,6:20,,SEA,7,7,Sun,W 37-34,OT,37,34,3,71,3.5,covered,55.5,over,34,48,70.8,360,3,1,0,0,104.5,33,159,4.82,1,519,81,6.4074,82,6.9756,2,30:13,3:52,6,40,8,78,14,118,31,11,17,3,12,5,41.7%,2,1,50.0%,4,4,4,4,3,0,,,2,95,47.50
DAL,2020,2020-10-11,4:25,3:25,,NYG,5,5,Sun,W 37-34,,37,34,3,71,-7.5,not covered,52.0,over,24,33,72.7,276,1,1,2,12,96.5,29,126,4.34,2,402,64,6.2813,62,4.8387,2,27:38,3:18,3,25,8,81,11,106,28,9,15,4,9,5,55.6%,0,0,,4,4,4,3,3,0,,,2,87,43.50
DAL,2020,2020-12-27,4:25,3:25,,PHI,16,15,Sun,W 37-17,,37,17,20,54,3.0,covered,50.0,over,22,30,73.3,362,3,1,2,15,134.7,34,151,4.44,1,513,66,7.7727,71,6.7183,1,30:38,3:17,5,73,12,115,17,188,22,7,13,2,13,6,46.2%,0,0,,4,4,4,3,3,0,,,4,178,44.50
DEN,2020,2020-10-01,8:20,8:20,@,NYJ,4,4,Thu,W 37-28,,37,28,9,65,1.0,covered,41.0,over,19,31,61.3,242,2,3,0,0,67.6,32,117,3.66,2,359,63,5.6984,74,4.3378,3,31:39,3:29,8,94,11,118,19,212,21,4,10,7,12,6,50.0%,0,0,,4,4,4,3,3,0,,,1,49,49.00
GNB,2020,2020-09-27,8:20,7:20,@,NOR,3,3,Sun,W 37-30,,37,30,7,67,3.5,covered,52.0,over,21,32,65.6,271,3,0,1,12,124.9,26,98,3.77,1,369,59,6.2542,58,6.8448,,31:40,3:11,2,10,8,83,10,93,24,6,14,4,11,5,45.5%,2,1,50.0%,4,4,4,3,3,0,,,1,38,38.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIN,2020,2021-01-03,2:00,2:00,@,DET,17,16,Sun,W 37-35,,37,35,2,72,-3.0,not covered,53.5,over,28,40,70.0,383,3,0,3,22,127.6,31,125,4.03,2,508,74,6.8649,54,7.7222,,35:13,3:07,4,35,7,51,11,86,31,8,20,3,13,4,30.8%,2,2,100.0%,5,5,4,2,1,0,,,3,137,45.67
LVR,2020,2020-11-15,4:05,1:05,,DEN,10,9,Sun,W 37-12,,37,12,25,49,-3.5,covered,50.0,under,16,25,64.0,154,0,0,0,0,81.1,41,203,4.95,4,357,66,5.4091,68,4.6029,,36:38,3:19,8,82,7,37,15,119,21,11,8,2,13,6,46.2%,0,0,,4,4,4,3,3,0,,,4,174,43.50
LAR,2020,2020-09-20,1:00,1:00,@,PHI,2,2,Sun,W 37-19,,37,19,18,56,2.0,covered,46.0,over,20,27,74.1,258,3,0,1,9,142.1,39,191,4.90,2,449,67,6.7015,69,5.2609,1,31:13,3:08,4,24,5,30,9,54,30,11,17,2,12,7,58.3%,1,1,100.0%,5,5,4,1,1,0,,,2,96,48.00
SEA,2020,2020-11-01,4:25,1:25,,SFO,8,7,Sun,W 37-27,,37,27,10,64,-1.0,covered,54.5,over,27,37,73.0,249,4,0,2,12,128.3,28,101,3.61,1,350,67,5.2239,66,5.3182,,30:58,3:07,6,30,6,36,12,66,27,7,16,4,15,9,60.0%,0,0,,5,5,4,1,1,0,,,4,216,54.00
CHI,2020,2020-12-13,1:00,12:00,,HOU,14,13,Sun,W 36-7,,36,7,29,43,1.0,covered,46.5,under,24,33,72.7,241,3,0,3,26,126.7,23,169,7.35,1,410,59,6.9492,64,4.1094,,29:34,4:06,7,44,6,50,13,94,23,5,17,1,10,3,30.0%,0,0,,4,4,4,2,2,0,,1,5,199,39.80
IND,2020,2020-09-27,4:05,4:05,,NYJ,3,3,Sun,W 36-7,,36,7,29,43,-12.5,covered,44.0,under,19,25,76.0,234,1,0,0,0,117.7,31,119,3.84,1,353,56,6.3036,60,4.3333,,30:08,2:49,4,40,7,57,11,97,21,6,14,1,10,3,30.0%,1,1,100.0%,4,4,4,3,2,0,,1,4,175,43.75
HOU,2020,2020-10-18,1:00,12:00,@,TEN,6,6,Sun,L 36-42,OT,36,42,-6,78,4.0,not covered,52.0,over,28,38,73.7,320,4,0,2,15,135.3,27,92,3.41,1,412,67,6.1493,70,8.6714,,31:40,3:12,4,46,7,73,11,119,25,6,17,2,14,7,50.0%,3,3,100.0%,5,4,3,1,1,1,,,4,209,52.25
NWE,2020,2020-09-27,1:00,1:00,,LVR,3,3,Sun,W 36-20,,36,20,16,56,-7.0,covered,47.0,over,17,28,60.7,156,1,1,2,6,73.8,38,250,6.58,2,406,68,5.9706,56,6.6964,1,34:39,3:15,2,33,6,40,8,73,25,14,8,3,11,3,27.3%,0,0,,4,4,3,3,3,0,,,2,95,47.50
PIT,2020,2020-11-15,4:25,4:25,,CIN,10,9,Sun,W 36-10,,36,10,26,46,-6.5,covered,46.0,push,27,46,58.7,333,4,0,0,0,110.1,20,44,2.20,0,377,66,5.7121,65,4.9846,,30:28,3:16,6,45,6,65,12,110,22,2,17,3,16,6,37.5%,0,0,,4,3,3,3,3,1,,,7,345,49.29
SFO,2020,2020-09-27,1:00,1:00,@,NYG,3,3,Sun,W 36-9,,36,9,27,45,-3.0,covered,44.0,over,25,36,69.4,327,1,0,2,16,108.9,35,93,2.66,3,420,73,5.7534,49,4.7143,,39:44,3:01,6,45,5,28,11,73,29,7,19,3,12,8,66.7%,0,0,,4,3,3,4,3,1,,,0,0,
BUF,2020,2020-09-27,1:00,1:00,,LAR,3,3,Sun,W 35-32,,35,32,3,67,-1.5,covered,46.5,over,24,33,72.7,274,4,1,4,37,128.9,21,101,4.81,1,375,58,6.4655,66,7.2424,2,27:48,3:04,5,55,3,30,8,85,23,8,14,1,10,5,50.0%,1,1,100.0%,5,5,5,,,0,,,2,116,58.00
CLE,2020,2020-09-17,8:20,8:20,,CIN,2,2,Thu,W 35-30,,35,30,5,65,-6.0,not covered,44.5,over,16,23,69.6,219,2,1,0,0,110.6,35,215,6.14,3,434,58,7.4828,88,4.0114,1,26:21,3:21,8,76,4,45,12,121,23,14,9,0,8,5,62.5%,2,1,50.0%,5,5,5,,,0,,,1,43,43.00
DET,2020,2021-01-03,2:00,2:00,,MIN,17,16,Sun,L 35-37,,35,37,-2,72,3.0,covered,53.5,over,20,31,64.5,288,3,1,1,5,114.0,22,129,5.86,2,417,54,7.7222,74,6.8649,2,24:47,3:07,7,51,4,35,11,86,21,9,12,0,10,5,50.0%,1,1,100.0%,5,3,2,1,1,2,,,2,101,50.50
GNB,2020,2020-10-25,1:00,12:00,@,HOU,7,6,Sun,W 35-20,,35,20,15,55,-2.5,covered,55.5,under,23,34,67.6,283,4,0,0,0,132.4,27,96,3.56,1,379,61,6.2131,64,5.7031,,28:54,3:03,5,40,6,55,11,95,22,5,15,2,12,7,58.3%,0,0,,5,5,5,,,0,,,5,207,41.40
GNB,2020,2021-01-03,2:00,1:00,@,CHI,17,16,Sun,W 35-16,,35,16,19,51,-4.5,covered,48.0,over,19,24,79.2,237,4,0,1,3,147.9,19,79,4.16,1,316,44,7.1818,74,4.8108,1,24:31,2:54,4,30,1,16,5,46,17,3,13,1,7,4,57.1%,0,0,,5,5,5,,,0,,,2,87,43.50
KAN,2020,2020-11-01,1:00,12:00,,NYJ,8,8,Sun,W 35-9,,35,9,26,44,-20.0,covered,49.0,under,35,47,74.5,446,5,0,0,0,139.1,20,50,2.50,0,496,67,7.4030,56,3.9464,,31:30,2:56,7,61,3,25,10,86,25,3,21,1,13,7,53.8%,3,1,33.3%,5,5,5,,,0,,,3,122,40.67
